key,group,version,title,parentItem,authors,editors,otherCreators,itemType,publicationTitle,volume,issue,pages,date,dateFreetext,series,seriesTitle,url,note,abstractNote,accessDate,seriesText,journalAbbreviation,language,doi,issn,shortTitle,archive,archiveLocation,libraryCatalog,callNumber,rights,collections,deleted,tags,metaDataItemKey,metaDataItemVersion,dateAdded,dateModified,conceptTagIds,conceptTags,references,gilesUploads,extra,hidden,metaDataNote,otherCreatorRoles
QEJNFSC4,2310918,1406,The emerging conceptual framework of evolutionary developmental biology,,"[{'@type': 'Person', 'name': 'Wallace Arthur', 'uri': '', 'localAuthorityId': '', 'firstName': 'Wallace', 'lastName': 'Arthur', 'positionInList': 0, 'citationKey': None, 'affiliations': []}]",[],[],JOURNAL_ARTICLE,Nature,415,6873,757–764,,02-14-2002,,,https://www.nature.com/articles/415757a,,,,,,en,,,,,,Google Scholar,,,['A73U8NXR'],0,[],M4P7IRTQ,1407,2023-02-23T17:14:38Z,,[],[],[],[],,0,False,[]
RDNBSEWT,2310918,71,An experience-based learning framework: Activities for the initial development of sustainability competencies,,"[{'@type': 'Person', 'name': 'Guido Caniglia', 'uri': None, 'localAuthorityId': None, 'firstName': 'Guido', 'lastName': 'Caniglia', 'positionInList': 0, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Beatrice John', 'uri': None, 'localAuthorityId': None, 'firstName': 'Beatrice', 'lastName': 'John', 'positionInList': 1, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Martin Kohler', 'uri': None, 'localAuthorityId': None, 'firstName': 'Martin', 'lastName': 'Kohler', 'positionInList': 2, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Leonie Bellina', 'uri': None, 'localAuthorityId': None, 'firstName': 'Leonie', 'lastName': 'Bellina', 'positionInList': 3, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Arnim Wiek', 'uri': None, 'localAuthorityId': None, 'firstName': 'Arnim', 'lastName': 'Wiek', 'positionInList': 4, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Christopher Rojas', 'uri': None, 'localAuthorityId': None, 'firstName': 'Christopher', 'lastName': 'Rojas', 'positionInList': 5, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Manfred D. Laubichler', 'uri': None, 'localAuthorityId': None, 'firstName': 'Manfred D.', 'lastName': 'Laubichler', 'positionInList': 6, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Daniel Lang', 'uri': None, 'localAuthorityId': None, 'firstName': 'Daniel', 'lastName': 'Lang', 'positionInList': 7, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,International Journal of Sustainability in Higher Education,17,6,827-852,,2016-01-01,,,https://doi.org/10.1108/IJSHE-04-2015-0065,,"Purpose This paper aims to present an experience-based learning framework that provides a bottom-up, student-centered entrance point for the development of systems thinking, normative and collaborative competencies in sustainability. Design/methodology/approach The framework combines mental mapping with exploratory walking. It interweaves mapping and walking activities with methodological and theoretical inputs as well as with reflections and discussions. The framework aligns experiential activities, i.e. mental mapping and walking, with learning objectives, i.e. novice-level sustainability competencies. The authors applied the framework for student activities in Phoenix/Tempe and Hamburg/Lüneburg as part of The Global Classroom, a project between Arizona State University in the USA and Leuphana University of Lüneburg in Germany. Findings The application of the experience-based learning framework demonstrates how students started developing systems thinking (e.g. understanding urban systems as functional entities and across different domains), normative (e.g. using different sustainability principles) and collaborative (e.g. learning across disciplinary, social and cultural differences) competencies in sustainability. Originality/value The experience-based learning framework contributes to the development of curricular activities for the initial development of sustainability competencies in introductory-level courses. It enables students from different disciplinary, social and cultural backgrounds, e.g. in international education, to collaboratively start developing such competencies. The framework can be adapted to different educational contexts.",2023-02-20T17:53:49Z,,,,,,An experience-based learning framework,,,Emerald Insight,,,['A73U8NXR'],0,"[{'tag': 'Experiential learning', 'type': 1}, {'tag': 'Higher education for sustainability', 'type': 1}, {'tag': 'Mental mapping', 'type': 1}, {'tag': 'Sustainability competencies', 'type': 1}, {'tag': 'Systems thinking', 'type': 1}, {'tag': 'Walking methods', 'type': 1}]",,0,2023-02-23T17:09:28Z,,,,,,,0,False,[]
8FR2Q39G,2310918,1420,"‪The Embryo Project: An integrated approach to history, practices, and social contexts of embryo research‬",,"[{'@type': 'Person', 'name': 'J. Maienschein', 'uri': '', 'localAuthorityId': '', 'firstName': 'J.', 'lastName': 'Maienschein', 'positionInList': 0, 'citationKey': None, 'affiliations': []}, {'@type': 'Person', 'name': 'MANFRED LAUBICHLER', 'uri': '', 'localAuthorityId': '', 'firstName': 'MANFRED', 'lastName': 'LAUBICHLER', 'positionInList': 0, 'citationKey': None, 'affiliations': []}]",[],[],JOURNAL_ARTICLE,Springer Netherlands,43,1,1-16,2010-01-01T00:00Z,2010,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N5P-cI4AAAAJ&pagesize=80&citation_for_view=N5P-cI4AAAAJ:dhFuZR0502QC,,,2023-02-22T17:23:10Z,,,,,,‪The Embryo Project,,,,,,['A73U8NXR'],0,[],MDA44P33,1421,2023-02-23T17:14:38Z,,[],[],[],[],,0,False,[]
8DH8FNX9,2310918,1390,Character identification: The role of the organism,,"[{'@type': 'Person', 'name': 'Gunter P. Wagner', 'uri': '', 'localAuthorityId': '', 'firstName': 'Gunter P.', 'lastName': 'Wagner', 'positionInList': 0, 'citationKey': None, 'affiliations': []}, {'@type': 'Person', 'name': 'Manfred D. Laubichler', 'uri': '', 'localAuthorityId': '', 'firstName': 'Manfred D.', 'lastName': 'Laubichler', 'positionInList': 0, 'citationKey': None, 'affiliations': []}]",[],[],JOURNAL_ARTICLE,,119,,20-40,,03/2000,,,https://link.springer.com/article/10.1007/s12064-000-0003-7,,,,,,,,,Character identification,,,Google Scholar,,,['A73U8NXR'],0,[],ESGUSZDN,1391,2023-02-23T17:09:30Z,,[],[],[],[],,0,False,[]
QTBZPGP9,2310918,1396,Streitforum für Erwägungskultur,,"[{'@type': 'Person', 'name': 'Die Biosphäre ist kein Pneu', 'uri': '', 'localAuthorityId': '', 'firstName': 'Die Biosphäre', 'lastName': 'ist kein Pneu', 'positionInList': 0, 'citationKey': None, 'affiliations': []}, {'@type': 'Person', 'name': 'Die Frankfurter Evolutionstheorie', 'uri': '', 'localAuthorityId': '', 'firstName': 'Die Frankfurter', 'lastName': 'Evolutionstheorie', 'positionInList': 0, 'citationKey': None, 'affiliations': []}, {'@type': 'Person', 'name': 'Die Leistungsfähigkeit der darwinistischen Theorie', 'uri': '', 'localAuthorityId': '', 'firstName': 'Die Leistungsfähigkeit', 'lastName': 'der darwinistischen Theorie', 'positionInList': 0, 'citationKey': None, 'affiliations': []}, {'@type': 'Person', 'name': 'Günter P. Wagner', 'uri': '', 'localAuthorityId': '', 'firstName': 'Günter P.', 'lastName': 'Wagner', 'positionInList': 0, 'citationKey': None, 'affiliations': []}, {'@type': 'Person', 'name': 'Manfred D. Laubichler', 'uri': '', 'localAuthorityId': '', 'firstName': 'Manfred D.', 'lastName': 'Laubichler', 'positionInList': 0, 'citationKey': None, 'affiliations': []}, {'@type': 'Person', 'name': 'Manfred Graßhoff', 'uri': '', 'localAuthorityId': '', 'firstName': 'Manfred', 'lastName': 'Graßhoff', 'positionInList': 0, 'citationKey': None, 'affiliations': []}, {'@type': 'Person', 'name': 'Olivier Rieppel', 'uri': '', 'localAuthorityId': '', 'firstName': 'Olivier', 'lastName': 'Rieppel', 'positionInList': 0, 'citationKey': None, 'affiliations': []}, {'@type': 'Person', 'name': 'Ulrich Kattmann', 'uri': '', 'localAuthorityId': '', 'firstName': 'Ulrich', 'lastName': 'Kattmann', 'positionInList': 0, 'citationKey': None, 'affiliations': []}, {'@type': 'Person', 'name': 'Ulrich Kull', 'uri': '', 'localAuthorityId': '', 'firstName': 'Ulrich', 'lastName': 'Kull', 'positionInList': 0, 'citationKey': None, 'affiliations': []}, {'@type': 'Person', 'name': 'Wider den Revolutionszwang', 'uri': '', 'localAuthorityId': '', 'firstName': 'Wider', 'lastName': 'den Revolutionszwang', 'positionInList': 0, 'citationKey': None, 'affiliations': []}]",[],[],JOURNAL_ARTICLE,Stuttgart : Lucius & Lucius,,,,,12/2001,,,https://www.ub.uni-koeln.de/IPS?SERVICE=METASEARCH&SUBSERVICE=INITSEARCH&VIEW=USB:Simple&LOCATION=USB&SID=IPS2:8ea7b8cb6ce7fe6655610923ccc7811e&SETCOOKIE=TRUE&COUNT=10&GWTIMEOUT=30&HIGHLIGHTING=on&HISTORY=SESSION&START=1&STREAMING=on&URLENCODING=TRUE&LANGUAGE=de&QUERY_alAL=ID%3D239907&SEARCHGROUP=SERVICEGROUP.USB:Default,,,,,,German,,,EuS,,,Google Scholar,,,['A73U8NXR'],0,[],B4MGGH8S,1397,2023-02-23T17:14:17Z,,[],[],[],[],,0,False,[]
KUHMRPQS,2310918,1456,‪The Moody’s Virus Attacks the US National Science Board‬,,"[{'@type': 'Person', 'name': 'Werner Callebaut et. al.', 'uri': '', 'localAuthorityId': '', 'firstName': 'Werner', 'lastName': 'Callebaut et. al.', 'positionInList': 0, 'citationKey': None, 'affiliations': []}]",[],[],JOURNAL_ARTICLE,,5,1,,2010-01-01T00:00Z,2010,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N5P-cI4AAAAJ&cstart=100&pagesize=100&citation_for_view=N5P-cI4AAAAJ:HE397vMXCloC,,,2023-02-23T17:11:55Z,,,,,,,,,,,,['A73U8NXR'],0,[],E78HR87T,1457,2023-02-23T17:14:39Z,,[],[],[],[],,0,False,[]
XX6NIRIS,2310918,152,Rupert Riedl and the re-synthesis of evolutionary and developmental biology: body plans and evolvability,,"[{'@type': 'Person', 'name': 'Günter P. Wagner', 'uri': None, 'localAuthorityId': None, 'firstName': 'Günter P.', 'lastName': 'Wagner', 'positionInList': 0, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Manfred D. Laubichler', 'uri': None, 'localAuthorityId': None, 'firstName': 'Manfred D.', 'lastName': 'Laubichler', 'positionInList': 1, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,Journal of Experimental Zoology Part B: Molecular and Developmental Evolution,302,1,92–102,2004-01-01T00:00Z,2004,,,,,,,,,,,,Rupert Riedl and the re-synthesis of evolutionary and developmental biology,,,Google Scholar,,,['A73U8NXR'],0,[],,0,2023-02-23T17:14:17Z,,,,,,,0,False,[]
5FCE4F6F,2310918,1156,‪Identifying units of selection: conceptual and methodological issues‬,,"[{'@type': 'Person', 'name': 'MANFRED LAUBICHLER', 'uri': None, 'localAuthorityId': None, 'firstName': 'MANFRED', 'lastName': 'LAUBICHLER', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,,,,,1997-01-01T00:00Z,1997,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N5P-cI4AAAAJ&pagesize=80&citation_for_view=N5P-cI4AAAAJ:WHdLCjDvYFkC,,"‪MD Laubichler, 1997‬ - ‪Cited by 8‬",2023-02-22T17:23:51Z,,,,,,‪Identifying units of selection,,,,,,['A73U8NXR'],0,[],,0,2023-02-23T17:13:55Z,,,,,,,0,False,[]
8AKVMVFU,2310918,633,‪Software development & trans-disciplinary training at the interface of digital humanities and computer science‬,,"[{'@type': 'Person', 'name': 'BR ERICK PEIRSON et. al.', 'uri': None, 'localAuthorityId': None, 'firstName': 'BR ERICK', 'lastName': 'PEIRSON et. al.', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,Open Library of Humanities,6,5,,,2016-03-30,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N5P-cI4AAAAJ&pagesize=80&citation_for_view=N5P-cI4AAAAJ:7T2F9Uy0os0C,,"‪BRE Peirson, J Damerow, M Laubichler‬, ‪Digital Studies/Le champ numérique, 2016‬ - ‪Cited by 8‬",2023-02-22T17:23:45Z,,,,,,,,,,,,['A73U8NXR'],0,[],,0,2023-02-23T17:14:17Z,,,,,,,0,False,[]
4XEFKXCS,2310918,1061,‪ROBeRt LePAGe’S vISION‬,,"[{'@type': 'Person', 'name': 'Manfred LAUBICHLER', 'uri': None, 'localAuthorityId': None, 'firstName': 'Manfred', 'lastName': 'LAUBICHLER', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,,2009,,120-122,2010-01-01T00:00Z,2010,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N5P-cI4AAAAJ&cstart=100&pagesize=100&citation_for_view=N5P-cI4AAAAJ:z_wVstp3MssC,,"‪MD LAuBIcHLeR‬, ‪Jahrbuch/Wissenschaftskolleg zu Berlin-Institute for Advanced Study, 2010‬",2023-02-23T17:11:57Z,,,,,,,,,,,,['A73U8NXR'],0,[],,0,2023-02-23T17:14:17Z,,,,,,,0,False,[]
GWJJ42CV,2310918,952,"‪Philosophy of Biology, Psychology, and Neuroscience-The Organism in Philosophical Focus-Organism and Character Decomposition: Steps Towards an Integrative Theory of Biology‬",,"[{'@type': 'Person', 'name': 'Manfred LAUBICHLER et. al.', 'uri': None, 'localAuthorityId': None, 'firstName': 'Manfred', 'lastName': 'LAUBICHLER et. al.', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,,,,,2002-01-01T00:00Z,2002,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N5P-cI4AAAAJ&cstart=200&pagesize=100&citation_for_view=N5P-cI4AAAAJ:u_35RYKgDlwC,,"‪MD Laubichier, MD Laubichler, GP Wagner, 2000‬",2023-02-23T17:19:07Z,,,,,,"‪Philosophy of Biology, Psychology, and Neuroscience-The Organism in Philosophical Focus-Organism and Character Decomposition",,,,,,['A73U8NXR'],0,[],,0,2023-02-23T17:14:15Z,,,,,,,0,False,[]
G2ATD3MP,2310918,1080,"‪Review of: Junker, Thomas: Die zweite Darwinsche Revolution: Geschichte des Synthetischen Darwinismus in Deutschland 1924 bis 1950. Marburg: Basilisken-Presse 2004‬",,"[{'@type': 'Person', 'name': 'MANFRED LAUBICHLER', 'uri': None, 'localAuthorityId': None, 'firstName': 'MANFRED', 'lastName': 'LAUBICHLER', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,,,,172,2006-01-01T00:00Z,2006,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N5P-cI4AAAAJ&cstart=200&pagesize=100&citation_for_view=N5P-cI4AAAAJ:fEOibwPWpKIC,,"‪MD Laubichler‬, ‪Isis, 2006‬",2023-02-23T17:15:35Z,,,,,,‪Review of,,,,,,['A73U8NXR'],0,[],,0,2023-02-23T17:14:16Z,,,,,,,0,False,[]
ECRA578M,2310918,1500,‪A Computational Research System for the History of Science‬,,"[{'@type': 'Person', 'name': 'MANFRED LAUBICHLER', 'uri': None, 'localAuthorityId': None, 'firstName': 'MANFRED', 'lastName': 'LAUBICHLER', 'positionInList': 0, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'JULIA L. DAMEROW', 'uri': None, 'localAuthorityId': None, 'firstName': 'JULIA L.', 'lastName': 'DAMEROW', 'positionInList': 1, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,Edition Open Access,,,,,2019-8-8,,,https://www.mprl-series.mpg.de/proceedings/11/21/index.html,,"‪J Damerow, E Peirson, MD Laubichler, 2019‬",2023-02-23T17:04:39Z,,,,,,,,,,,,['A73U8NXR'],0,[],,0,2023-02-23T17:09:26Z,,,,,,,0,False,[]
VH76EDKK,2310918,1617,VogonWeb and Quadriga-Creating and Showcasing Quadruple Networks Online,,"[{'@type': 'Person', 'name': 'Erick Peirson', 'uri': None, 'localAuthorityId': None, 'firstName': 'Erick', 'lastName': 'Peirson', 'positionInList': 0, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Julia Damerow', 'uri': None, 'localAuthorityId': None, 'firstName': 'Julia', 'lastName': 'Damerow', 'positionInList': 1, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Manfred Laubichler', 'uri': None, 'localAuthorityId': None, 'firstName': 'Manfred', 'lastName': 'Laubichler', 'positionInList': 2, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,,,,,,,,,https://diging.asu.edu/quadriga/login,,,,,,,,,,,,Google Scholar,,,['A73U8NXR'],0,[],,0,2023-02-23T17:14:49Z,,,,,,,0,False,[]
QZTCCJWP,2310918,1522,‪A unified formal framework for developmental andevolutionary change in gene regulatory network models‬,,"[{'@type': 'Person', 'name': 'Manfred LAUBICHLER', 'uri': None, 'localAuthorityId': None, 'firstName': 'Manfred', 'lastName': 'LAUBICHLER', 'positionInList': 0, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Sahra Walker', 'uri': None, 'localAuthorityId': None, 'firstName': 'Sahra', 'lastName': 'Walker', 'positionInList': 1, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Enrico Borriello', 'uri': None, 'localAuthorityId': None, 'firstName': 'Enrico', 'lastName': 'Borriello', 'positionInList': 2, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,Wiley,334,,213-224,,2018/9/7,,,https://arxiv.org/abs/1809.02331,,"‪E Borriello, SI Walker, MD Laubichler‬, ‪arXiv preprint arXiv:1809.02331, 2018‬ - ‪Cited by 1‬",2023-02-23T17:08:50Z,,,,,,,,,,,,['A73U8NXR'],0,[],,0,2023-02-23T17:09:27Z,,,,,,,0,False,[]
QN6CZHN4,2310918,903,"‪Geschichte der Biologie: Theorien Methoden, Institutionen, Kurzbiographien‬",,"[{'@type': 'Person', 'name': 'Manfred LAUBICHLER et. al.', 'uri': None, 'localAuthorityId': None, 'firstName': 'Manfred', 'lastName': 'LAUBICHLER et. al.', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,Springer,32,2,407-410,,1999/10/1,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N5P-cI4AAAAJ&cstart=200&pagesize=100&citation_for_view=N5P-cI4AAAAJ:ML0RJ9NH7IQC,,"‪MD Laubichler, 1999‬",2023-02-23T17:19:01Z,,,,,,‪Geschichte der Biologie,,,,,,['A73U8NXR'],0,[],,0,2023-02-23T17:13:54Z,,,,,,,0,False,[]
GMIDREZZ,2310918,1031,‪The Birth of the Cell‬,,"[{'@type': 'Person', 'name': 'MANFRED LAUBICHLER', 'uri': None, 'localAuthorityId': None, 'firstName': 'MANFRED', 'lastName': 'LAUBICHLER', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,American Association for the Advancement of Science,284,5411,58-59,,1999/4/2,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N5P-cI4AAAAJ&cstart=200&pagesize=100&citation_for_view=N5P-cI4AAAAJ:blknAaTinKkC,,"‪MD Laubichler‬, ‪Science, 1999‬",2023-02-23T17:24:00Z,,,,,,,,,,,,['A73U8NXR'],0,[],,0,2023-02-23T17:14:18Z,,,,,,,0,False,[]
7XXH7C23,2310918,1612,‪Die Geschichte der genetisch orientierten Hirnforschung von Cecile und Oskar Vogt in der Zeit von 1895 bis ca. 1927 by Helga Satzinger‬,,"[{'@type': 'Person', 'name': 'MANFRED LAUBICHLER', 'uri': None, 'localAuthorityId': None, 'firstName': 'MANFRED', 'lastName': 'LAUBICHLER', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,ISIS,90,2,394,1999-01-01T00:00Z,1999,,,https://www.journals.uchicago.edu/doi/10.1086/384390,,"‪M Laubichler, 1999‬",2023-02-23T17:23:53Z,,,,,,,,,,,,['A73U8NXR'],0,[],,0,2023-02-23T17:12:50Z,,,,,,,0,False,[]
N4TVV6W4,2310918,1398,Quantitative Perspectives on Fifty Years of the Journal of the,,"[{'@type': 'Person', 'name': 'BR ERICK PEIRSON', 'uri': '', 'localAuthorityId': '', 'firstName': 'BR ERICK', 'lastName': 'PEIRSON', 'positionInList': 0, 'citationKey': None, 'affiliations': []}, {'@type': 'Person', 'name': 'ERIN BOTTINO', 'uri': '', 'localAuthorityId': '', 'firstName': 'ERIN', 'lastName': 'BOTTINO', 'positionInList': 0, 'citationKey': None, 'affiliations': []}, {'@type': 'Person', 'name': 'JULIA L. DAMEROW', 'uri': '', 'localAuthorityId': '', 'firstName': 'JULIA L.', 'lastName': 'DAMEROW', 'positionInList': 0, 'citationKey': None, 'affiliations': []}, {'@type': 'Person', 'name': 'MANFRED D. LAUBICHLER', 'uri': '', 'localAuthorityId': '', 'firstName': 'MANFRED D.', 'lastName': 'LAUBICHLER', 'positionInList': 0, 'citationKey': None, 'affiliations': []}]",[],[],JOURNAL_ARTICLE,Springer Link,50,,695–751,,13 October 2017,,,https://link.springer.com/article/10.1007/s10739-017-9499-2,,,,,,en,,,,,,Google Scholar,,,['A73U8NXR'],0,[],P7CB933B,1399,2023-02-23T17:14:15Z,,[],[],[],[],,0,False,[]
MURK8CJT,2310918,1121,‪Epistemologie des Konkreten: Studien zur Geschichte der modernen Biologie‬,,"[{'@type': 'Person', 'name': 'MANFRED LAUBICHLER', 'uri': None, 'localAuthorityId': None, 'firstName': 'MANFRED', 'lastName': 'LAUBICHLER', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,Springer,39,2,415-417,,2006/7/1,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N5P-cI4AAAAJ&cstart=200&pagesize=100&citation_for_view=N5P-cI4AAAAJ:fPk4N6BV_jEC,,"‪MD Laubichler, 2006‬",2023-02-23T17:15:41Z,,,,,,‪Epistemologie des Konkreten,,,,,,['A73U8NXR'],0,[],,0,2023-02-23T17:12:51Z,,,,,,,0,False,[]
PRRCZXC3,2310918,197,The comet cometh: evolving developmental systems,,"[{'@type': 'Person', 'name': 'Johannes Jaeger', 'uri': None, 'localAuthorityId': None, 'firstName': 'Johannes', 'lastName': 'Jaeger', 'positionInList': 0, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Manfred Laubichler', 'uri': None, 'localAuthorityId': None, 'firstName': 'Manfred', 'lastName': 'Laubichler', 'positionInList': 1, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Werner Callebaut', 'uri': None, 'localAuthorityId': None, 'firstName': 'Werner', 'lastName': 'Callebaut', 'positionInList': 2, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,Biological theory,10,,36–49,2015-01-01T00:00Z,2015,,,,,,,,,,,,The comet cometh,,,Google Scholar,,,['A73U8NXR'],0,[],,0,2023-02-23T17:14:38Z,,,,,,,0,False,[]
XTW83S3F,2310918,1229,‪Unitob! er‬,,"[{'@type': 'Person', 'name': 'Manfred LAUBICHLER et. al.', 'uri': None, 'localAuthorityId': None, 'firstName': 'Manfred', 'lastName': 'LAUBICHLER et. al.', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],WEBPAGE,,,,,2005-01-01T00:00Z,2005,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N5P-cI4AAAAJ&cstart=200&pagesize=100&citation_for_view=N5P-cI4AAAAJ:BqipwSGYUEgC,,"‪M Weber, A Stephan, MD Laubichler, K ola Stotz, C Hertier, G Toepfer, M Schark, P Beurton, U Stegmann, M Mahner…, 2005‬",2023-02-23T17:15:19Z,,,,,,,,,,,,['A73U8NXR'],0,[],,0,2023-02-23T17:14:41Z,,,,,,,0,False,[]
FZ9IX3ZM,2310918,110,Extended evolution: A conceptual framework for integrating regulatory networks and niche construction,,"[{'@type': 'Person', 'name': 'Manfred D. Laubichler', 'uri': None, 'localAuthorityId': None, 'firstName': 'Manfred D.', 'lastName': 'Laubichler', 'positionInList': 0, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Jürgen Renn', 'uri': None, 'localAuthorityId': None, 'firstName': 'Jürgen', 'lastName': 'Renn', 'positionInList': 1, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,Journal of Experimental Zoology Part B: Molecular and Developmental Evolution,324,7,565-577,2015-01-01T00:00Z,2015,,,https://onlinelibrary.wiley.com/doi/abs/10.1002/jez.b.22631,,"This paper introduces a conceptual framework for the evolution of complex systems based on the integration of regulatory network and niche construction theories. It is designed to apply equally to cases of biological, social and cultural evolution. Within the conceptual framework we focus especially on the transformation of complex networks through the linked processes of externalization and internalization of causal factors between regulatory networks and their corresponding niches and argue that these are an important part of evolutionary explanations. This conceptual framework extends previous evolutionary models and focuses on several challenges, such as the path-dependent nature of evolutionary change, the dynamics of evolutionary innovation and the expansion of inheritance systems. J. Exp. Zool. (Mol. Dev. Evol.) 324B: 565–577, 2015. © 2015 The Authors. Journal of Experimental Zoology Part B: Molecular and Developmental Evolution published by Wiley Periodicals, Inc.",2023-02-20T17:54:21Z,,,en,,,Extended evolution,,,Wiley Online Library,,,['A73U8NXR'],0,[],,0,2023-02-23T17:12:52Z,,,,,,,0,False,[]
EP4XWR8J,2310918,822,‪The Nazi War on Cancer‬,,"[{'@type': 'Person', 'name': 'MANFRED LAUBICHLER', 'uri': None, 'localAuthorityId': None, 'firstName': 'MANFRED', 'lastName': 'LAUBICHLER', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,Springer,32,3,561-563,,1999-12-1,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N5P-cI4AAAAJ&cstart=200&pagesize=100&citation_for_view=N5P-cI4AAAAJ:g5m5HwL7SMYC,,"‪MD Laubichler, 1999‬",2023-02-23T17:19:03Z,,,,,,,,,,,,['A73U8NXR'],0,[],,0,2023-02-23T17:14:39Z,,,,,,,0,False,[]
BPTURWEG,2310918,1572,"‪Vienna in the age of uncertainty-Science, liberalism, and private life‬",,"[{'@type': 'Person', 'name': 'MANFRED LAUBICHLER', 'uri': None, 'localAuthorityId': None, 'firstName': 'MANFRED', 'lastName': 'LAUBICHLER', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,AMER ASSOC ADVANCEMENT SCIENCE,319,5862,412-413,,2008-1-25,,,https://press.uchicago.edu/ucp/books/book/chicago/V/bo5356655.html,,"‪MD Laubichler, 2008‬",2023-02-23T17:11:15Z,,,,,,,,,,,,['A73U8NXR'],0,[],,0,2023-02-23T17:14:49Z,,,,,,,0,False,[]
35BT79GR,2310918,1507,‪A premodern synthesis‬,,"[{'@type': 'Person', 'name': 'Manfred LAUBICHLER', 'uri': None, 'localAuthorityId': None, 'firstName': 'Manfred', 'lastName': 'LAUBICHLER', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,American Association for the Advancement of Science,299,5606,516-517,,2003/1/24,,,https://www.researchgate.net/publication/235243327_A_Premodern_Synthesis,,"‪MD Laubichler‬, ‪Science, 2003‬ - ‪Cited by 3‬",2023-02-23T16:59:14Z,,,,,,,,,,,,['A73U8NXR'],0,[],,0,2023-02-23T17:09:27Z,,,,,,,0,False,[]
